en;it;es;fr
\nb[\n[5]]That's how we found out \n[6]'s actions weren't for the good of the country. The whole schtick with confiscating weapons or closing off the roads to everywhere!;\nb[\n[5]]Abbiamo così scoperto che tutte le mosse fatte dal \n[6] non erano assolutamente a fin di bene, come sequestrare tutte le armi del regno, o bloccare l'accesso a qualsiasi luogo!;;
\nb[\n[3]]That's what we all had figured out!;\nb[\n[3]]Lo immaginavamo tutti!;;
\nb[\n[5]]So the Smithys got all their stock back from the Castle, as well as the materials to make new weapons.;\nb[\n[5]]Quindi i fabbri hanno ripreso tutte le loro spade tenute nascoste nel Castello e tutte le materie prime di cui avevano bisogno per forgiarne di nuove.;;
\nb[\n[1]]That begs the question...;\nb[\n[1]]Quindi mi sorge una domanda...;;
\nb[\n[1]]Was all our work for naught?;\nb[\n[1]]Il nostro lavoro è stato inutile?;;
\nb[\n[5]]How many ingots did you get out of it?;\nb[\n[5]]Quanti lingotti di ferro avete ottenuto?;;
\nb[\n[1]]Four.;\nb[\n[1]]Quattro.;;
\nb[\n[5]]Then yeah.\. All for naught.\.§ You can still sell them at a shop though!;\nb[\n[5]]Allora sì.\. Del tutto inutile.\.§ Potete andare da un commerciante e venderli!;;
\nb[\n[1]]You darned crook, you...;\nb[\n[1]]Sei un maledetto.;;
\nb[\n[5]]Come on, you at least got a few swords, some Dindini, some \ni[6] and even a level up out of that!;\nb[\n[5]]Suvvia, almeno avete recuperato qualche spada, trovato dei Dindini, delle \ni[6] e siete anche saliti di livello!;;
\nb[\n[1]]You darned crook, you...;\nb[\n[1]]Sei un maledetto.;;
\nb[\n[5]]Well look at that, the smithy's back into business!\.§ You can buy new swords from him!;\nb[\n[5]]Eccolo lì il fabbro, è già al lavoro!\.§ Ora potete andare da lui per comprare nuove spade!;;
\nb[\n[5]]Be sure to come back now and then, he might have forged something super interesting while you're off.;\nb[\n[5]]E tornate da lui di tanto in tanto, per vedere se ha forgiato qualcosa di nuovo e super potente!;;
\nb[\n[5]]Come back to me when you're done and I will instruct you on our next move.;\nb[\n[5]]Tornate da me quando avrete finito e sarete pronti a conoscere la nostra prossima mossa.;;
\nb[\n[5]]Things are starting to look up again!;\nb[\n[5]]Sta ricominciando ad andare tutto per il verso giusto!;;
\nb[\n[5]]We must stop the \n[6]!;\nb[\n[5]]Dobbiamo fermare il \n[6]!;;
\nb[\n[5]]Back so soon?§ Yes§ No;\nb[\n[5]]Già di ritorno?§ Sì§ No;;
\nb[\n[5]]Alright, listen up!;\nb[\n[5]]Bene, ascoltate!;;
\nb[\n[5]]As you can see, the road to the \map[Wild Valley] is now open again, and all other roads will soon follow suit.;\nb[\n[5]]Come potete notare, la strada verso la \map[Wild Valley] è stata riaperta, e presto verranno riaperte anche tutte le altre.;;
\nb[\n[5]]The \map[Wild Valley] is your next destination.;\nb[\n[5]]Ed è proprio verso la \map[Wild Valley] che dovrai proseguire.;;
\nb[\n[1]]How come? What's in there?;\nb[\n[1]]Perché? Cosa c'è lì?;;
\nb[\n[5]]Past the valley, up the \map[Rocky Mountains], one can gain access to the...;\nb[\n[5]]Devi attraversare la valle, raggiungere le \map[Rocky Mountains] ed infine su in cima fino alla...;;
\nb[\n[5]]\delay[3]\map[Dead Valley].\delay[0];\nb[\n[5]]\delay[3]\map[Dead Valley].\delay[0];;
\nb[\n[2]]Jeepers, what kinda place is that?!;\nb[\n[2]]Oddio, che posto è?!;;
\nb[\n[3]]And why must we go there?!;\nb[\n[3]]E perché dobbiamo andarci?!;;
\nb[\n[5]The \map[Dead Valley] is where the dead go to rest.;\nb[\n[5]]Nella \map[Dead Valley] ci vanno tutti i morti.;;
\nb[\n[1]]You don't say.;\nb[\n[1]]Non l’avrei mai detto.;;
\nb[\n[5]]Once there, you must find and talk to...;\nb[\n[5]]E, una volta là, dovrete trovare il...;;
\nb[\n[5]]THE KING'S SPIRIT!;\nb[\n[5]]FANTASMA DEL RE.;;
\nb[\n[5]]Keep your guard up, though. You never know who you can find in that place...;\nb[\n[5]]Ma, una volta lassù, dovrete stare attenti a chi potreste incontrare...;;
\nb[\n[5]]Make sure you're trained up and ready to go when you leave for the \map[Dead Valley].\|§ Which reminds me, I ought to show you something before you go.;\nb[\n[5]]Dovrete arrivare alla \map[Dead Valley] pronti e allenati.\|§ Per questo motivo, prima di farvi partire, voglio mostrarvi una cosa.;;
\nb[\n[5]]Meet me inside the Castle!;\nb[\n[5]]Seguitemi all'interno del Castello!;;
\nb[\n[1]]Here we are!\. Ready to go get the \ni[15]!;\nb[\n[1]]Eccoci!\. Siamo pronti per recuperare la \ni[15]!;;
\nb[\n[5]That's perfect, our heroes!;\nb[\n[5]]Perfetto, nostri eroi!;;
\nb[\n[5]]Listen close...\| To find the King's Spirit and persuade him to give us our crown, you'll have to journey to the \map[Dead Valley]...;\nb[\n[5]]Ascoltatemi attentamente...\| Per trovare il fantasma del vecchio re e chiedere direttamente a lui di darci la sua corona, dovrete raggiungere la \map[Dead Valley]...;;
\nb[\n[5]]The only road leading there passes through the \map[Rocky Mountains]!;\nb[\n[5]]L'unica strada per raggiungerla è attraverso le \map[Rocky Mountains]!;;
\nb[\n[5]]Take heart, you have quite the journey ahead of you!\.§ Proceed west, through the \map[Wild Valley], to reach the foot of the \map[Rocky Mountains].;\nb[\n[5]]Quindi coraggio, vi aspetta un bel viaggio!\.§ Proseguite verso est, nella \map[Wild Valley], per raggiungere le \map[Rocky Mountains].;;
\nb[\n[5]]Mind your equipment before you depart!\| Arm yourselves with the new weapons, armor and upgrades in stock at the shops.\.§ Buona fortuna!;\nb[\n[5]]Cercate di equipaggiarvi al meglio prima di partire!\| Presso i negozianti sono spesso disponibili nuove spade, armature e potenziamenti.\.§ Buona fortuna!;;
\nb[\n[5]]The only way to the \map[Dead Valley] is through the \map[Rocky Mountains]!;\nb[\n[5]]L'unica strada per raggiungere la \map[Dead Valley] è passando per le \map[Rocky Mountains]!;;
\nb[\n[5]]So depart the city from the east to reach the \map[Wild Valley] and go through to the \map[Rocky Mountains]!;\nb[\n[5]]Dovrete quindi proseguire verso est e superare la \map[Wild Valley] per raggiungere le \map[Rocky Mountains]!;;
We need a new king!;Abbiamo bisogno di un nuovo re!;;
Hail, brave heroes!;Salve impavidi eroi.;;
\nb[\n[1]]Hey there!;\nb[\n[1]]Olà!;;
Place the crown in the \map[Throne Room]!;Riponi la corona nella \map[Throne Room]!;;
Well done!;Ben fatto!;;
\nb[\n[5]]Heroes, that is great!\.§ You finally secured the \ni[15]!;\nb[\n[5]]Eroi, è fantastico!\.§ Siete riusciti a recuperare la \ni[15], grandi!;;
\nb[\n[1]]Aren't we just the strongest and bravest of them all?;\nb[\n[1]]Visto come siamo forti e valorosi?;;
\nb[\n[5]]Yeah, yeah.\.§ Don't dawdle now, place it back into the \map[Throne Room]!;\nb[\n[5]]Sì, dai.\.§ Non perdete tempo, andatela a riporre al suo posto, nella \map[Throne Room]!;;
\nb[\n[5]]There will be guards watching it day in and out now!;\nb[\n[5]]Ora ci saranno delle guardie che la sorveglieranno costantemente!;;
\nb[\n[5]]Once you're done, come back here and I'll explain the next step.;\nb[\n[5]]Quando avrete fatto, tornate qui da me e vi spiegherò tutto il da farsi.;;
\nb[\n[5]]Put the crown back into its rightful place, in the \map[Throne Room]!;\nb[\n[5]]Riponete la corona al suo posto, nella \map[Throne Room]!;;
\nb[\n[1]]We put the crown back!;\nb[\n[1]]Abbiamo messo la corona a posto!;;
\nb[\n[5]]Good work!\. Want a cookie?;\nb[\n[5]]Ben fatto!\. Volete un biscottino?;;
\nb[\n[1]]Nah, I prefer meat.;\nb[\n[1]]No, un pezzo di carne.;;
\nb[\n[5]]I'll fill you in on the latest news, then.;\nb[\n[5]]Allora, vi spiego le ultime novità.;;
\nb[\n[5]]We sages have been scouring for \n[6] through the entire kingdom, with no luck whatsoever.;\nb[\n[5]]Io e gli altri saggi abbiamo cercato il \n[6] per tutto il Regno, ma senza successo.;;
\nb[\n[5]]This must mean we should search...outside of the kingdom next!;\nb[\n[5]]Pensiamo quindi che si trovi al di fuori del Regno!;;
\nb[\n[1]]Well duh.;\nb[\n[1]]Ottima intuizione.;;
\nb[\n[5]]In our search, we've come across a remarkable discovery.;\nb[\n[5]]E, cercando, abbiamo fatto una scoperta interessante...;;
\nb[\n[5]]I want to show you, so meet me inside the \map[Green Forest]!;\nb[\n[5]]Però devo mostrarvela, quindi seguitemi all'interno della \map[Green Forest]!;;
\nb[\n[5]]They say somewhere in the land a magical portal will lead you to a hidden place...§ If you reach 200% game completion!;\nb[\n[5]]Dicono che, da qualche parte, esista un portale segreto che ti porta in un posto magico...§ Se completi il gioco al 200%!;;
