en;it;es;fr
\iYou can't save the game right now.;\iNon puoi salvare adesso.;;
\lblEXPENDED PEARL§ \c[15]The \v[95] ran out of juice.\lbl;\lblPERLA SPENTA§ \c[15]La \v[95] ha perso il suo potere.\lbl;;
\lblARMOR BOOSTER: \v[35] Owned.§ \c[15] You can use this from the EQUIPMENT menu by selecting an Armor.\lbl;\lblPOTENZIATORE ARM.: \v[35] posseduti.§ \c[15]Puoi utilizzare quest'oggetto direttamente dalla voce Equipaggiamento selezionando l'Armatura.\lbl;;
\i\nb[\n[2]]Getting the Ice Sword taught you a new skill!;\i\nb[\n[2]]Hai imparato una nuova abilità grazie alla Spada di Ghiaccio!;;
\i\nb[\n[2]]The Ice Sword's special skill fully restores health and buffs defense for the current battle.;\i\nb[\n[2]]L'abilità della Spada di Ghiaccio ti permette di recuperare completamente la tua energia e di avere un'elevata difesa durante tutta la battaglia.;;
\i\nb[\n[2]]Press Q during battle with a full Skill bar to use it!;\i\nb[\n[2]]Per usarla, premi Q quando la barra delle abilità è piena!;;
\i\nb[\n[2]]Getting the Electrogen taught you a new skill!;\i\nb[\n[2]]Hai imparato una nuova abilità grazie all'Elettrogen!;;
\i\nb[\n[2]]The Electrogen's special skill strikes every enemy on the field at once with lethal lightning bolts!;\i\nb[\n[2]]L'abilità dell'Elettrogen ti permette di distruggere tutti i nemici in campo in un attimo colpendoli con un potente fulmine!;;
\i\nb[\n[2]]Using this skill will also grant you 200 extra EXPERIENCE points!;\i\nb[\n[2]]Inoltre, per ogni volta che userai l'abilità dell'Elettrogen, i tuoi Punti Esperienza aumenteranno di +200!;;
\i\nb[\n[2]]It's pretty powerful, so you'll have to wait longer to use the next skill after using it.;\i\nb[\n[2]]Però, data l'elevata potenza di questa abilità, la prossima volta la tua barra delle abilità necessiterà di più tempo per ricaricarsi.;;
\i\nb[\n[2]]Press Q during battle with a full Skill bar to use it!;\i\nb[\n[2]]Per usarla premi Q quando la barra delle abilità è piena!;;
