en;it;es;fr
\lbl\c[14]Blacksmith\c[0]§ Sword connoisseur extraordinaire. He makes'em, you buy'em!\lbl;\lbl\c[14]Fabbro\c[0]§ Grande intenditore di spade e altre armi. Forgia le spade in attesa che gli eroi gliele acquistino!\lbl;;
\lbl\c[14]Drone\c[0]§ A combat drone, as seen in Arena challenges.\lbl;\lbl\c[14]Droide\c[0]§ Droide da combattimento usato principalmente per le sfide in Arena.\lbl;;
\lbl\c[14]Wyrm\c[0]§ Warden of the \map[Rocky Mountains].\lbl;\lbl\c[14]Dragone\c[0]§ Guardiano delle \map[Rocky Mountains].\lbl;;
\lbl\c[14]Geist\c[0]§ Restless \map[Dead Valley].\lbl;\lbl\c[14]Fantasma\c[0]§ Anime che vagano senza motivo nella \map[Dead Valley].\lbl;;
\lbl\c[14]Baddie\c[0]§ Dead baddies, reborn from the Teorhemas Crystal, dead again by the endless efforts of \n[1].\lbl;\lbl\c[14]Nemico\c[0]§ Nemici già morti, rinati grazie al Cristallo di Teorhemas, morti di nuovo e che \n[1] continuerà a far morire.\lbl;;
\lbl\c[14]Demon\c[0]§ A wicked demon roaming the \map[Dead Valley], watching over his dominion's undead captives...\lbl;\lbl\c[14]Demone\c[0]§ Un malvagio demone che si aggira per la \map[Dead Valley], proteggendo gli spiriti in trappola nel suo regno...\lbl;;
\lbl\c[14]Finalboss\c[0]§ The big, bad, ruthless nemesis of Our Hero! First. He seems to have overused Teorhemas' Crystal...\lbl;\lbl\c[14]Bossfinale\c[0]§ Il cattivissimo e spietato boss finale di Our Hero! First. Ha abusato troppo del potere del Cristallo di Teorhemas...\lbl;;
\lbl\c[14]Ninja\c[0]§ These elusive enemies like ambushing from the canopies. They could strike at a moment's notice!\lbl;\lbl\c[14]Ninja\c[0]§ I ninja sono nemici agili, solitamente nascosti negli alberi. Attento, potrebbero sbucare fuori in qualsiasi momento!\lbl;;
\lbl\c[14]Walrus\c[0]§ A mean lump of blubber stalking the \map[Abyssal Waterfalls].\lbl;\lbl\c[14]Tricheco\c[0]§ Un tricheco gigante e cattivo che si aggira per la zona delle \map[Abyssal Waterfalls].\lbl;;
\lbl\c[14]Socky\c[0]§ Who knows who hides behind the sock...\lbl;\lbl\c[14]Mr. Calzetta\c[0]§ Nessuno sa chi si nasconde dietro la calza.\lbl;;
\lbl\c[14]Time Anomaly\c[0]§ A time-devouring monster residing in an extradimensional pocket. It can move at the speed of light.\lbl;\lbl\c[14]Mostro Temporale\c[0]§ Un mostro generato da distorsioni nello spazio che si nutre del tempo. Può spostarsi alla velocità della luce.\lbl;;
\lbl\c[14]Robot\c[0]§ The boss of \map[Cyberspace], can reprogram anything within its domain at will.\lbl;\lbl\c[14]Robot\c[0]§ Boss del \map[Cyberspace], può manipolare gli elementi al suo interno come vuole.\lbl;;
\lbl\c[14]Commoner\c[0]§ Looks happy.\lbl;\lbl\c[14]Cittadino\c[0]§ È felice.\lbl;;
\lbl\c[14]Commoner\c[0]§ Looks frightened.\lbl;\lbl\c[14]Cittadino\c[0]§ È terrorizzato.\lbl;;
\lbl\c[14]Commentary Guy\c[0]§ Does commentary at the village races.\lbl;\lbl\c[14]Telecronista\c[0]§ Presenta la staffetta al villaggio.\lbl;;
\lbl\c[14]Darkspawn\c[0]§ Once a hapless citizen, his body and mind were warped by the \n[6].\lbl;\lbl\c[14]Mostro Oscuro\c[0]§ Probabilmente era un cittadino del Regno, che ha subito una mutazione per opera del \n[6].\lbl;;
\lbl\c[14]Sprite\c[0]§ A mischievous entity living in the \map[Ancient Ruins]...\lbl;\lbl\c[14]Spiritello\c[0]§ Entità maligna che si aggira per le \map[Ancient Ruins]...\lbl;;
\lbl\c[14]Purple Sage\c[0]§ He used to be such a jolly guy, back when he was alive...\lbl;\lbl\c[14]Saggio Viola\c[0]§ Com'era felice, un tempo, quando era ancora in vita...\lbl;;
\lbl\c[14]Green Critter\c[0]§ This odd-looking creature has been perching on the Purple Sage's head...and controlling his body!\lbl;\lbl\c[14]Essere Verde\c[0]§ Questo essere sconosciuto è stato per tutto il tempo sopra la testa del Saggio Viola... Prendendo il controllo del suo corpo.\lbl;;
;;;
\lbl\c[14]Derijiro\c[0]§ An ancient dragon whose kin used to inhabit this world. They created the Teorhemas Crystal.\lbl;\lbl\c[14]Derijiro\c[0]§ Un antico drago che, una volta, abitava su questo mondo insieme ai suoi simili. Loro hanno creato il Cristallo di Teorhemas.\lbl;;
\lbl\c[10]Secret character\c[0]§ Unlock this character by playing the first chapter: Our Hero! First!\lbl;\lbl\c[10]Personaggio segreto\c[0]§ Per sbloccare questo personaggio gioca al primo capitolo: Our Hero! First!\lbl;;
\lbl\c[14]Grin\c[0]§ A mysterious hero hailing from the future...\lbl;\lbl\c[14]Grin\c[0]§ Un misterioso eroe proveniente dal futuro...\lbl;;
\lblUnlock§ Cancel\lbl;\lblSblocca§ Annulla\lbl;;
\lbl§ Unlock this character by playing the first chapter: Our Hero! First!\lbl;\lbl§ Gioca Our Hero! First per sbloccare questo personaggio!\lbl;;
\lbl\c[14]\nw[1]\c[0]§ The Finalboss' prized weapon (until \n[1] looted it from him)\lbl;\lbl\c[14]\nw[1]\c[0]§ Potente spada che apparteneva a Bossfinale (e \n[1] sconfiggendolo se ne è impossessato!)\lbl;;
\lbl\c[14]\nw[4]\c[0]§ It looks...kinda brittle.\lbl;\lbl\c[14]\nw[4]\c[0]§ Una spada... non troppo forte, ecco.\lbl;;
\lbl\c[14]\nw[2]\c[0]§ A brittle, dull blade. Could do with a little polishing!\lbl;\lbl\c[14]\nw[2]\c[0]§ Spada fragile e poco tagliente... forse ha solo bisogno di qualche aggiustatina!\lbl;;
\lbl\c[14]\nw[5]\c[0]§ The staple weapon of soldiers in the \n[4]'s army.\lbl;\lbl\c[14]\nw[5]\c[0]§ La comune spada che viene data in dotazione a tutti i soldati dell'esercito del \n[4].\lbl;;
\lbl\c[14]\nw[6]\c[0]§ The only weapon capable of felling the undead!\lbl;\lbl\c[14]\nw[6]\c[0]§ L'unica spada al mondo in grado di eliminare i morti viventi!\lbl;;
\lbl\c[14]\nw[7]\c[0]§ \n[1]'s starting weapon from his first adventure!\lbl;\lbl\c[14]\nw[7]\c[0]§ La prima spada impugnata da \n[1] all'inizio della sua avventura!\lbl;;
\lbl\c[14]\nw[8]\c[0]§ A step up from the legendary Revolt Sword!\lbl;\lbl\c[14]\nw[8]\c[0]§ Evoluzione della leggendaria Spada della Rivolta!\lbl;;
\lbl\c[14]\nw[16]\c[0]§ The mighty Revolt Sword's final form!\lbl;\lbl\c[14]\nw[16]\c[0]§ La potentissima Spada della Rivolta al suo stadio più avanzato!\lbl;;
\lbl\c[14]\nw[9]\c[0]§ Large, unwieldy sword that packs a wallop.\lbl;\lbl\c[14]\nw[9]\c[0]§ Spada pesante e possente che infligge considerevoli danni ai nemici.\lbl;;
\lbl\c[14]\nw[10]\c[0]§ A balanced sword that compromises power and agility.\lbl;\lbl\c[14]\nw[10]\c[0]§ Una spada normale, dalle caratteristiche abbastanza equilibrate.\lbl;;
\lbl\c[14]\nw[11]\c[0]§ The mighty, perfected form of the Gladius!\lbl;\lbl\c[14]\nw[11]\c[0]§ La potente evoluzione del Gladius!\lbl;;
\lbl\c[14]\nw[13]\c[0]§ A sword made of solid fuel. Catches fire easily.\lbl;\lbl\c[14]\nw[13]\c[0]§ Una spada fatta di carbone. Probabilmente la si può incendiare molto facilmente.\lbl;;
\lbl\c[14]\nw[12]\c[0]§ A Coal Sword ignited with a Fire Pearl. Who doesn't like it hot?\lbl;\lbl\c[14]\nw[12]\c[0]§ Trasformazione della Spada di Carbone data grazie al potenziamento con la Perla di Fuoco.\lbl;;
\lbl\c[14]\nw[21]\c[0]§ Its red-hot blade turns everything and anything to ashes.\lbl;\lbl\c[14]\nw[21]\c[0]§ Spada incandescente in grado di bruciare e polverizzare ogni cosa.\lbl;;
\lbl\c[14]\nw[14]\c[0]§ A sword made for cleansing and pacifying wayward souls.\lbl;\lbl\c[14]\nw[14]\c[0]§ Una spada pura, in grado di liberare dalla sofferenza le anime irrequiete.\lbl;;
\lbl\c[14]\nw[17]\c[0]§ A tainted sword, cursed by malevolent energies.\lbl;\lbl\c[14]\nw[17]\c[0]§ Spada oscura, maledetta da uno spirito maligno.\lbl;;
\lbl\c[14]\nw[18]\c[0]§ A nimble sword forged from a melting glacier. Perhaps it would be better to freeze it completely...\lbl;\lbl\c[14]\nw[18]\c[0]§ Una spada agile e dalla lama gelida. Forse qualcosa che può ghiacciarla del tutto può renderla più potente.\lbl;;
\lbl\c[14]\nw[20]\c[0]§ A sword made of eternal, unmelting ice. Now we're talking.\lbl;\lbl\c[14]\nw[20]\c[0]§ Una spada completamente fatta di ghiaccio. Eccezionale e distruttiva.\lbl;;
\lbl\c[14]\nw[19]\c[0]§ Why attach a gun to your blade when you can make your blade a gun?\lbl;\lbl\c[14]\nw[19]\c[0]§ Questa spada è diversa da qualsiasi altra spada: può sparare proiettili!\lbl;;
\lbl\c[14]\nw[22]\c[0]§ A sword with silver wiring along the blade. But it has no power...!\lbl;\lbl\c[14]\nw[22]\c[0]§ Una spada forgiata con l'argento. L'argento è un ottimo conduttore...!\lbl;;
\lbl\c[14]\nw[23]\c[0]§ A portable, sharp electrocution hazard. Its power source is 100% renewable!\lbl;\lbl\c[14]\nw[23]\c[0]§ Una spada elettrica ad elevatissima potenza.\lbl;;
\lbl\c[14]\nw[24]\c[0]§ An indescribably awesome sword forged from dragon scales.\lbl;\lbl\c[14]\nw[24]\c[0]§ Robustissimo spadone rivestito con scaglie di drago.\lbl;;
\lbl\c[14]\nw[26]\c[0]§ A shining, high-power sword!\lbl;\lbl\c[14]\nw[26]\c[0]§ Spada splendida e dalla potenza elevata!\lbl;;
\lbl\c[14]\nw[25]\c[0]§The most powerful weapon in the world, created by the \n[6]! It combines the powers of every magical sword in the kingdom!\lbl;\lbl\c[14]\nw[25]\c[0]§ La spada più potente del mondo, creata dal \n[6]! Racchiude le abilità di tutte le spade magiche!\lbl;;
